"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"62","Normal/Others","WS/MP001/2024-2025/145761-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","7.	Utkramit Middle School, Bhariva Vishanpur Block- Rajnagar,District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only) S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"63","Normal/Others","WS/MP001/2024-2025/145762-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","8.	Utkramit Middle School, Pariharpur Block- Rajnagar,District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only) S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"64","Normal/Others","WS/MP001/2024-2025/145756-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","2.	Uttkramit Secondary School Khoir,(Dakshin ) Prakhand Rajnagar ,Madhubani.. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only)  S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"65","Normal/Others","WS/MP001/2024-2025/145757-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","3.	LNGPS+2 Project Girls High School,Rajnagar, Block- Rajnagar,District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only) S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"66","Normal/Others","WS/MP001/2024-2025/145758-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","5.	+2 High School,Koilakh, Block- Rajnagar,District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only) S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"67","Normal/Others","WS/MP001/2024-2025/145759-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","4.	+2 Anant High School,Kaithahi Block- Rajnagar,District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only) S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"68","Normal/Others","WS/MP001/2024-2025/145755-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Installation of GYM Equipment   1.	Rajkiyakrit Middle School ,Rajnagar Block -Rajnagar District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only) S.NO	NAME	QTY 1.	Shoulder Press Double	01 2.	Twister Sitting & Standing	01 3.	Air Walker	01 4.	Rotetor	01 5.	 Cross Walker	01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
"69","Normal/Others","WS/MP001/2024-2025/136964-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","4.	High School, Rampur Dih,  Block Hanuman Nagar, Darbhanga. 1 Set Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenanc","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"70","Normal/Others","WS/MP001/2024-2025/136963-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","3.	Utkramit Secondary  High School. Godhaila, Blcok  Hanuman Nagar, Darbhanga. 1 Set, Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubri","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"71","Normal/Others","WS/MP001/2024-2025/136965-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","2.	Utkramit Secondary  High School, Blcok Hanuma Nagar, Darbhanga. 1 Set, Estimated Amount 10,00,000/- (Ten Lakh Only S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for main","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"72","Normal/Others","WS/MP001/2024-2025/136974-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","5.	Utkramit  Secondary High School. Godhiyari, Block Hanuman Nagar, Darbhanga. 1 Set Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubric","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"73","Normal/Others","WS/MP001/2024-2025/136973-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","4.	+2 Ram Julum High School,  Block Kewati Banbari. Darbhanga.1 Set Estimated Amount 10,00,000/- (Ten Lakh Only) 4.	+2 Ram Julum High School,  Block Kewati Banbari. Darbhanga.1 Set Estimated Amount 10,00,000/- (Ten Lakh Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"74","Normal/Others","WS/MP001/2024-2025/136972-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","3.	Adarsh  High School,  Block Atihar Sadar, Darbhanga.1 Set, Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance fre","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"75","Normal/Others","WS/MP001/2024-2025/136971-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","2.	Karpuri Thakur G.B  High School. Block Bahadurpur Laheriya Sarai, Darbhanga. 1 Set, Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubr","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"76","Normal/Others","WS/MP001/2024-2025/136970-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","High Secondary School , Kharajpur,Bhadurpur,Darbhanga . 1 Set, Estimated Amount 10,00,000/- (Ten Lakh Only S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for mainte","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"77","Normal/Others","WS/MP001/2024-2025/136966-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","5.	Secondary High School , Taralahi,  Block Hanuman Nagar, Darbhanga.1 set Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for ma","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"78","Normal/Others","WS/MP001/2024-2025/136962-Installation of multi-gym equipment","Bihar","DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA)","1.Utkramit  Secondary High School. Thalbara, Blcok Hanumanngar ,Darbhanga. 1 Set, Estimated Amount 10,00,000/- (Ten Lakh Only) S.NO	NAME	QTY	                            DISCRIPTIONS  1.	Twister Sitting & Standing	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage 2.	Rower	01	Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","983000"
"79","Normal/Others","WS/MP001/2024-2025/136886-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  From 1Durga Mandir to North Road and School Road. In  Block Barh, Panchyat Dhanwa Mubarakpur , Village Selarpur, Barh Lagislative Assembly Constituency.  (Estimated Amount 15,00,000/-(Fifteen Lakhs Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","21-Mar-2025","1484751"
"80","Normal/Others","WS/MP001/2024-2025/33366-Installation of multi-gym equipment","Bihar","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","2	Installation work of gymnasium in Chupal Bhawan, Village Kamaldah (ward no-10), Block Bathnaha  of Sitamarhi district. .  (Estimated Amount 15,00,000/-(Fifteen Lakhs Only) List of GYM Equipment 1.Air Walker 2.Chest Press Double 3.Cross Walker 4.Triple Twister 5.Body Shaper 6.AB Board 7.Leg Press 8.Arm Wheel 9.Cycle 10.Pul Up and Dips 11.Knew Chair 12.Back & waist Relaxer","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","09-Jul-2025","1470000"
"81","Normal/Others","WS/MP001/2024-2025/166098-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","A.P.G.  2 High School, Brahmottra, Block Pandaul, Distt.Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"82","Normal/Others","WS/MP001/2024-2025/166097-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","2 S.K. High School, Pandaul, Block- Pandaul, Dist.- Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"83","Normal/Others","WS/MP001/2024-2025/166103-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Rajkiyakrit Middle School, Rahika Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"84","Normal/Others","WS/MP001/2024-2025/166102-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Utkarmit Secondary High School, Basauli, Block-Rahika , Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"85","Normal/Others","WS/MP001/2024-2025/166101-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Rajkiyakrit Teknath 2 High School, Kapileshwar Asthan, Rahika,","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"86","Normal/Others","WS/MP001/2024-2025/166100-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Shivganga  2 High School, Madhubani,","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"87","Normal/Others","WS/MP001/2024-2025/166099-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Rajkiyakrit High Sridhar Secondary School, Sahpur, Block- Pandaul","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","24-Mar-2025","618000"
"88","Normal/Others","WS/MP001/2024-2025/33365-Construction of building for veterinary aid centers","Bihar","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","1	Construction Work of Community Building in Chupal Bhawan, Village Kamaldah (ward no-10), Block Bathnaha  of Sitamarhi district. .  (Estimated Amount 15,00,000/-(Fifteen Lakhs Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","07-May-2025","1461246"
"89","Normal/Others","WS/MP001/2025-2026/192312-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","2 Manmohan High School, Rampati, Block- Rajnagar, Dist.- Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
"90","Normal/Others","WS/MP001/2025-2026/192315-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Higher Secondary School , Murlikh, Rampatti, Block- Rajnagar Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
"91","Normal/Others","WS/MP001/2025-2026/192316-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Utkramit Middle  School, Chichari Block- Rajnagar Dist- Madhubani,","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
"92","Normal/Others","WS/MP001/2025-2026/192317-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Utkramit Middle  School, Kewan Block- Rajnagar Dist- Madhubani,","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
"93","Normal/Others","WS/MP001/2025-2026/192318-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Utkramit Middle  School, Kewan Block- Rajnagar Dist- Madhubani,","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
"94","Normal/Others","WS/MP001/2025-2026/192329-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Utkramit-MiddleSchool,Bathane.East,Block-Pandaul,Dist-Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
"95","Normal/Others","WS/MP001/2025-2026/192331-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Utkramit Higher Secondary School,Bhagwatipur ,Pandaul,  Dist- Madhubani","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jun-2025","618000"
